,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
109,Cho Hyun-sang,Cho,cho-hyun-sang,no-pic,-4.968,50.0,Industrial Systems,Diversified,M,South Korea,1639104902515,,,1228.58,2382.0,2382.0,//specials-images.forbesimg.com/imageserve/58f8ebfd31358e58f07a9974/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=129&cropY2=873,,,,,,,
110,Cho Jung-ho,Cho,cho-jung-ho,cho-jung-ho,-28.734,63.0,finance,Finance & Investments,M,South Korea,1639104902515,,,2963.647,1108.0,1108.0,https://specials-images.forbesimg.com/imageserve/60b1254d310af4072bd1fb5d/416x416.jpg?background=000000&cropX1=135&cropX2=1128&cropY1=247&cropY2=1239,,,,,,,
111,Cho Jyh-jer,Cho,cho-jyh-jer,no-pic,-28.598,,semiconductors,Technology,M,Taiwan,1639104902515,,,1580.114,1988.0,1988.0,https://specials-images.forbesimg.com/imageserve/6093284213398c536df70578/416x416.jpg?background=000000&cropX1=1&cropX2=800&cropY1=0&cropY2=799,,,,,,,
112,Chris Britt,Britt,chris-britt,no-pic,0.0,48.0,fintech,Finance & Investments,M,United States,1639104902515,CA,California,1300.0,2284.0,2284.0,https://specials-images.forbesimg.com/imageserve/60006e29f20b84f21a513716/416x416.jpg?background=000000&cropX1=19&cropX2=2928&cropY1=358&cropY2=3270,,,,,,,
113,Chris Sacca,Sacca,chris-sacca,chris-sacca,-2.47,46.0,venture capital investing,Finance & Investments,M,United States,1639104902515,CA,California,1039.104,2612.0,2612.0,//specials-images.forbesimg.com/imageserve/5e88db50bfe9e50007a040b8/416x416.jpg?background=000000&cropX1=988&cropX2=3518&cropY1=137&cropY2=2667,,,,,,,
114,Christian Birkenstock,Birkenstock,christian-birkenstock,no-pic,0.0,49.0,shoes,Fashion & Retail,M,Germany,1639104902515,,,1637.579,1929.0,1930.0,,,,,,,,
115,Christine Knauf,Knauf,christine-knauf,no-pic-female,0.0,,building materials,Manufacturing,F,Germany,1639104902515,,,1464.789,2105.0,2105.0,,,,,,,,
116,Chu Jian,Chu,chu-jian-1,no-pic,27.515,58.0,Manufacturing,Manufacturing,M,China,1639104902515,,Zhejiang,1257.319,2344.0,2344.0,,,,,,,,
117,Chuchat Petaumpai & Daonapa Petampai,Chuchat Petaumpai &,chuchat-petaumpai-daonapa-petampai,no-pic,10.714,68.0,motorcycle loans,Finance & Investments,,Thailand,1639104902515,,,2719.237,1234.0,1234.0,https://specials-images.forbesimg.com/imageserve/60d9efde9714e24362b7eaea/416x416.jpg?background=000000&cropX1=135&cropX2=533&cropY1=10&cropY2=408,,,,,,,
118,Chung Mong-joon,Chung,chung-mong-joon,chung-mong-joon,1.787,70.0,"shipbuilding, industrial machines",Manufacturing,M,South Korea,1639104902515,,,1088.941,2562.0,2562.0,//specials-images.forbesimg.com/imageserve/5d247b824c687b00085c1eca/416x416.jpg?background=000000&cropX1=1616&cropX2=4547&cropY1=335&cropY2=3264,,,,,,,
119,Chung Yong-jin,Chung,chung-yong-jin,chung-yong-jin,12.182,53.0,retail,Fashion & Retail,M,South Korea,1639104902515,,,1645.475,1923.0,1923.0,//specials-images.forbesimg.com/imageserve/5e77b1a2d8e1ae0007b732d5/416x416.jpg?background=000000&cropX1=3&cropX2=714&cropY1=16&cropY2=727,,,,,,,
120,Cliff Obrecht,Obrecht,cliff-obrecht,no-pic,0.0,35.0,software,Technology,M,Australia,1639104902515,,,6480.0,452.0,452.0,,,,,,,,
121,Conni Jonsson,Jonsson,conni-jonsson,no-pic,27.79,61.0,asset management ,Finance & Investments,M,Sweden,1639104902515,,,2698.766,1244.0,1244.0,,,,,,,,
122,Dai Lizhong,Dai,dai-lizhong,no-pic,48.978,53.0,medical testing,Healthcare,M,China,1639104902515,,Hunan,1284.381,2305.0,2305.0,,,,,,,,
123,Dani Reiss,Reiss,dani-reiss,no-pic,-22.734,48.0,down jackets,Fashion & Retail,M,Canada,1639104902515,,,1041.329,2608.0,2608.0,//specials-images.forbesimg.com/imageserve/5c6dab6a4bbe6f0b897c70b5/416x416.jpg?background=000000&cropX1=1844&cropX2=4495&cropY1=718&cropY2=3367,,,,,,,
124,Daniel Feffer,Feffer,daniel-feffer,no-pic,-15.735,62.0,pulp and paper,Manufacturing,M,Brazil,1639104902515,,,1246.484,2360.0,2360.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,,,,,,,
125,Daniel Hirschfeld,Hirschfeld,daniel-hirschfeld,no-pic,10.854,80.0,fashion retail,Fashion & Retail,M,United States,1639104902515,NE,Nebraska,1590.34,1978.0,1978.0,,,,,,,,
126,Daniel Sundheim,Sundheim,daniel-sundheim,no-pic,0.0,44.0,hedge funds,Finance & Investments,M,United States,1639104902515,NY,New York,2476.5,1364.0,1364.0,https://specials-images.forbesimg.com/imageserve/6063814730d15bbcd7ce7e1c/416x416.jpg?background=000000&cropX1=0&cropX2=1361&cropY1=435&cropY2=1797,,,,,,,
127,Daniel Yong Zhang,Zhang,daniel-yong-zhang-1,no-pic,0.0,49.0,e-commerce,Technology,M,China,1639104902515,,Zhejiang,1003.5,2646.0,2646.0,,,,,,,,
128,Danna Azrieli,Azrieli,danna-azrieli,no-pic-female,-18.916,54.0,Real estate,Real Estate,F,Israel,1639104902515,,,1767.181,1817.0,1817.0,,,,,,,,
129,David Baszucki,Baszucki,david-baszucki,no-pic,-562.199,58.0,online games,Media & Entertainment,M,United States,1639104902515,CA,California,7776.116,354.0,354.0,https://specials-images.forbesimg.com/imageserve/615e05efefba96ce189bcce9/416x416.jpg?background=000000&cropX1=881&cropX2=2461&cropY1=69&cropY2=1648,,,,,,,
130,David Chen,Chen,david-chen,no-pic,-88.833,40.0,online games,Media & Entertainment,M,Singapore,1639104902515,,,2732.302,1227.0,1227.0,//specials-images.forbesimg.com/imageserve/5f11befa5d09070006abc89e/416x416.jpg?background=000000&cropX1=143&cropX2=3256&cropY1=295&cropY2=3408,,,,,,,
131,David Fattal & family,Fattal,david-fattal,no-pic,-0.799,64.0,hotels,Service,M,Israel,1639104902515,,,1106.654,2534.0,2534.0,//specials-images.forbesimg.com/imageserve/5e7b98960f95490006b74f99/416x416.jpg?background=000000&cropX1=163&cropX2=3289&cropY1=2031&cropY2=5160,,,,,,,
132,David Feffer,Feffer,david-feffer,no-pic,-16.398,65.0,pulp and paper,Manufacturing,M,Brazil,1639104902515,,,1298.733,2285.0,2285.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,,,,,,,
133,David Girouard,Girouard,david-girouard,no-pic,-160.798,55.0,fintech,Finance & Investments,M,United States,1639104902515,CA,California,2020.059,1625.0,1625.0,,,,,,,,
134,David Helgason,Helgason,david-helgason,no-pic,-145.36,43.0,game software,Technology,M,Iceland,1639104902515,,,1499.473,2080.0,2080.0,,,,,,,,
135,David McMurtry,McMurtry,david-mcmurtry,no-pic,-36.257,81.0,manufacturing,Manufacturing,M,United Kingdom,1639104902515,,,1681.366,1884.0,1884.0,//specials-images.forbesimg.com/imageserve/58acd150a7ea431f3219eb6e/416x416.jpg?background=000000&cropX1=35&cropX2=724&cropY1=129&cropY2=819,,,,,,,
136,David Mindus,Mindus,david-mindus,no-pic,-121.911,49.0,real estate,Real Estate,M,Sweden,1639104902515,,,2616.582,1295.0,1295.0,,,,,,,,
137,David Penaloza Alanis,Penaloza Alanis,david-penaloza-alanis,no-pic,-15.708,47.0,toll roads,Construction & Engineering,M,Mexico,1639104902515,,,1001.915,2650.0,2650.0,,,,,,,,
138,David Velez,Velez,david-velez,no-pic,0.0,40.0,fintech,Finance & Investments,M,Colombia,1639104902515,,,5200.0,587.0,587.0,https://specials-images.forbesimg.com/imageserve/60638457e39799801c5746a7/416x416.jpg?background=000000&cropX1=20&cropX2=1334&cropY1=129&cropY2=1443,,,,,,,
139,David Xueling Li,Li,david-xueling-li,no-pic,-626.503,48.0,live streaming service,Technology,M,China,1639104902515,,Guangdong,1040.198,2609.0,2609.0,,,,,,,,
140,Dean Solon,Solon,dean-solon,no-pic,-93.16,56.0,solar systems,Energy,M,United States,1639104902515,TN,Tennessee,1844.16,1740.0,1740.0,,,,,,,,
141,Deepak Mehta,Mehta,deepak-mehta,no-pic,-12.576,64.0,chemicals,Manufacturing,M,India,1639104902515,,,1892.922,1710.0,1710.0,https://specials-images.forbesimg.com/imageserve/602d7f59393a1065d8a2046a/416x416.jpg?background=000000&cropX1=499&cropX2=2549&cropY1=153&cropY2=2204,,,,,,,
142,Deng Weiming & family,Deng,deng-weiming,no-pic,-53.447,53.0,battery components,Manufacturing,M,China,1639104902515,,Hunan,10400.941,224.0,224.0,,,,,,,,
143,Denis Sverdlov,Sverdlov,denis-sverdlov,no-pic,-245.549,43.0,electric vehicles ,Automotive,M,Russia,1639104902515,,,3646.171,904.0,904.0,https://specials-images.forbesimg.com/imageserve/6061f410293e4e80fbf814ed/416x416.jpg?background=000000&cropX1=0&cropX2=3111&cropY1=0&cropY2=3111,,,,,,,
144,Devendra Jain,Jain,devendra-jain,devendra-jain,-2.047,92.0,chemicals,Manufacturing,M,India,1639104902515,,,3654.213,901.0,901.0,//specials-images.forbesimg.com/imageserve/5c7099aa4bbe6f65d4665b1b/416x416.jpg?background=000000&cropX1=510&cropX2=2248&cropY1=882&cropY2=2621,,,,,,,
145,Ding Lieming & family,Ding,ding-lieming,no-pic,-1.489,57.0,pharmaceuticals,Healthcare,M,China,1639104902515,,Zhejiang,1148.48,2477.0,2477.0,,,,,,,,
146,Dirk Stroeer,Stroeer,dirk-stroeer,no-pic,-5.009,52.0,advertising,Media & Entertainment,M,Germany,1639104902515,,,1133.427,2496.0,2496.0,,,,,,,,
147,Donald Horton & family,Horton,donald-horton,no-pic,-0.574,71.0,homebuilding,Real Estate,M,United States,1639104902515,TX,Texas,3276.408,1008.0,1008.0,https://specials-images.forbesimg.com/imageserve/60464ead584901b00b3ef273/416x416.jpg?background=000000&cropX1=182&cropX2=1486&cropY1=83&cropY2=1387,,,,,,,
148,Dong Jinggui,Dong,dong-jinggui,no-pic,168.7,,electric scooters,Automotive,M,China,1639104902515,,Jiangsu,2731.341,1228.0,1228.0,,,,,,,,
149,Drorit Wertheim,Wertheim,drorit-wertheim,no-pic-female,-6.265,65.0,Coca Cola Israel,Food & Beverage,F,Israel,1639104902515,,,1679.319,1888.0,1888.0,,,,,,,,
150,Du Jiangtao & family,Du,du-jiangtao,du-jiangtao,-122.134,52.0,chemicals,Manufacturing,M,China,1639104902515,,Beijing,4030.803,793.0,793.0,//specials-images.forbesimg.com/imageserve/562029ede4b0ffa7afe5eb62/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=58&cropY2=802,,,,,,,
151,Eddie & Sol Zakay,Zakay,eddie-sol-zakay,no-pic,0.0,,real estate,Real Estate,M,United Kingdom,1639104902515,,,2387.547,1412.0,1412.0,//specials-images.forbesimg.com/imageserve/5a70f2234bbe6f2652f40dcb/416x416.jpg?background=000000&cropX1=38&cropX2=390&cropY1=0&cropY2=352,,,,,,,
152,Eddy Kusnadi Sariaatmadja,Sariaatmadja,eddy-kusnadi-sariaatmadja,eddy-kusnadi-sariaatmadja,28.647,68.0,"media, tech",Media & Entertainment,M,Indonesia,1639104902515,,,2853.74,1150.0,1150.0,https://specials-images.forbesimg.com/imageserve/601ac75c9164612b0d8e151f/416x416.jpg?background=000000&cropX1=1774&cropX2=2996&cropY1=459&cropY2=1680,,,,,,,
153,Eduard Kucera,Kucera,eduard-kucera,no-pic,0.792,68.0,software,Technology,M,Czechia,1639104902515,,,1342.043,2243.0,2243.0,,,,,,,,
154,Eduardo Eurnekian,Eurnekian,eduardo-eurnekian,eduardo-eurnekian,4.732,89.0,"airports, investments",Diversified,M,Argentina,1639104902515,,,1451.591,2133.0,2133.0,//specials-images.forbesimg.com/imageserve/5e73d11607adf00006db9515/416x416.jpg?background=000000&cropX1=2263&cropX2=5806&cropY1=0&cropY2=3540,,,,,,,
155,Eduardo Hochschild,Hochschild,eduardo-hochschild,eduardo-hochschild,1.818,58.0,mining,Metals & Mining,M,Peru,1639104902515,,,1022.073,2628.0,2628.0,//specials-images.forbesimg.com/imageserve/5e77067c10380d0006fbba1d/416x416.jpg?background=000000&cropX1=872&cropX2=3405&cropY1=107&cropY2=2641,,,,,,,
156,Edward Lampert,Lampert,edward-lampert,edward-lampert,-24.951,59.0,Sears,Finance & Investments,M,United States,1639104902515,FL,Florida,1827.744,1756.0,1756.0,//specials-images.forbesimg.com/imageserve/8cf1228c1a15189e60fb6041f47333eb/416x416.jpg?background=000000&cropX1=82&cropX2=744&cropY1=95&cropY2=757,,,,,,,
157,Edward Stack,Stack,edward-stack,edward-stack,39.197,66.0,Dick's Sporting Goods,Fashion & Retail,M,United States,1639104902515,PA,Pennsylvania,2004.671,1641.0,1641.0,//specials-images.forbesimg.com/imageserve/58c1999531358e1a35acb543/416x416.jpg?background=000000&cropX1=155&cropX2=575&cropY1=32&cropY2=453,,,,,,,
158,Emilio Azcarraga Jean,Azcarraga Jean,emilio-azcarraga-jean,emilio-azcarraga-jean,-22.556,53.0,TV broadcasting,Media & Entertainment,M,Mexico,1639104902515,,,1128.822,2501.0,2501.0,//specials-images.forbesimg.com/imageserve/5e76f69ac7b02d000666d3db/416x416.jpg?background=000000&cropX1=31&cropX2=1816&cropY1=0&cropY2=1786,,,,,,,
159,Emma Marcegaglia,Marcegaglia,emma-marcegaglia,no-pic-female,0.0,55.0,steel,Metals & Mining,F,Italy,1639104902515,,,1292.033,2298.0,2299.0,,,,,,,,
160,Enrico Preziosi,Preziosi,enrico-preziosi,no-pic,0.0,73.0,toys,Fashion & Retail,M,Italy,1639104902515,,,1042.441,2607.0,2607.0,,,,,,,,
161,Eric Jing,Jing,eric-jing,no-pic,0.0,49.0,e-commerce,Technology,M,China,1639104902515,,,1720.24,1857.0,1857.0,,,,,,,,
162,Erich Wesjohann & family,Wesjohann,erich-wesjohann,no-pic,0.0,76.0,poultry genetics,Food & Beverage,M,Germany,1639104902515,,,6800.0,421.0,421.0,,,,,,,,
163,Ernest Garcia III,Garcia,ernest-garcia-iii,no-pic,4.795,39.0,used cars,Automotive,M,United States,1639104902515,AZ,Arizona,7557.228,364.0,364.0,//specials-images.forbesimg.com/imageserve/5d8b398018444200084e76f1/416x416.jpg?background=000000&cropX1=548&cropX2=3478&cropY1=472&cropY2=3404,,,,,,,
164,Eugene Wu,Wu,eugene-wu,eugene-wu,-5.324,76.0,finance,Finance & Investments,M,Taiwan,1639104902515,,,1380.441,2204.0,2204.0,//specials-images.forbesimg.com/imageserve/5e1e4e5bda6d380006299ad2/416x416.jpg?background=000000&cropX1=8&cropX2=718&cropY1=46&cropY2=757,,,,,,,
165,Falguni Nayar,Nayar,falguni-nayar,no-pic-female,-65.362,58.0,retailing,Fashion & Retail,F,India,1639104902515,,,7098.738,400.0,400.0,https://specials-images.forbesimg.com/imageserve/61ae377a0e44d39eb189772f/416x416.jpg?background=000000&cropX1=0&cropX2=3400&cropY1=138&cropY2=3540,,,,,,,
166,Fan Zhaoxia & family,Fan,fan-zhaoxia,no-pic-female,-5.206,54.0,photovoltaic equipment ,Energy,F,China,1639104902515,,Beijing,1633.13,1932.0,1932.0,,,,,,,,
167,Fang Tonghua & family,Fang,fang-tonghua,no-pic,-25.023,58.0,pharmaceuticals,Healthcare,M,China,1639104902515,,Heilongjiang,1055.936,2598.0,2598.0,,,,,,,,
168,Fang Zhancheng,Fang,fang-zhancheng,no-pic,26.037,,soy sauce ,Food & Beverage,M,China,1639104902515,,Guangdong,1266.568,2328.0,2328.0,,,,,,,,
169,Feng Chenhui,Feng,feng-chenhui,no-pic,-9.061,55.0,Electronics,Technology,M,United States,1639104902515,,Jiangsu,1443.363,2140.0,2140.0,,,,,,,,
170,Feng Yi,Feng,feng-yi,no-pic,9.494,47.0,software,Technology,M,China,1639104902515,,Guangdong,1094.151,2553.0,2553.0,,,,,,,,
171,Feng Yuxia,Feng,feng-yuxia,no-pic-female,-2.365,57.0,pharmaceuticals,Healthcare,F,China,1639104902515,,Beijing,1719.653,1858.0,1858.0,,,,,,,,
172,Fenggang Zhao,Zhao,fenggang-zhao,no-pic,5.623,55.0,batteries,Energy,M,China,1639104902515,,Fujian,4336.922,734.0,734.0,,,,,,,,
173,Fernando Chico Pardo,Chico Pardo,fernando-chico-pardo,no-pic,6.673,69.0,airport management,Service,M,Mexico,1639104902515,,,1668.983,1903.0,1903.0,//specials-images.forbesimg.com/imageserve/5c7850314bbe6f0583123c77/416x416.jpg?background=000000&cropX1=154&cropX2=858&cropY1=16&cropY2=720,,,,,,,
174,Francois Feuillet,Feuillet,francois-feuillet,no-pic,-24.096,72.0,"motorhomes, RVs",Automotive,M,France,1639104902515,,,1952.407,1670.0,1670.0,//specials-images.forbesimg.com/imageserve/5a7deeb3a7ea431690131b81/416x416.jpg?background=000000&cropX1=551&cropX2=1315&cropY1=491&cropY2=1255,,,,,,,
175,Frank Slootman,Slootman,frank-slootman,no-pic,-71.126,63.0,software,Technology,M,United States,1639104902515,CA,California,3281.565,1006.0,1006.0,https://specials-images.forbesimg.com/imageserve/60638834dbd41e0a844ae7fe/416x416.jpg?background=000000&cropX1=540&cropX2=1356&cropY1=146&cropY2=962,,,,,,,
176,Franziska Wuerbser & Gabriella Meister,Meister,franziska-wuerbser-gabriella-meister,no-pic-female,33.287,,appliances,Manufacturing,F,Germany,1639104902515,,,3251.265,1014.0,1014.0,,,,,,,,
177,Fred Chang,Chang,fred-chang,no-pic,-79.489,65.0,online retailing,Technology,M,United States,1639104902515,,,1784.052,1801.0,1801.0,,,,,,,,
178,Fred Ehrsam,Ehrsam,fred-ehrsam,no-pic,-285.244,33.0,cryptocurrency exchange,Finance & Investments,M,United States,1639104902515,FL,Florida,3358.839,986.0,986.0,https://specials-images.forbesimg.com/imageserve/6063888ca33337dd9e276465/416x416.jpg?background=000000&cropX1=465&cropX2=1482&cropY1=141&cropY2=1158,,,,,,,
179,Fu Mingkang & family,Fu,fu-mingkang,no-pic,-12.704,58.0,manufacturing,Manufacturing,M,China,1639104902515,,Zhejiang,2341.843,1434.0,1434.0,,,,,,,,
180,G. Gnanalingam,Gnanalingam,g-gnanalingam,g-gnanalingam,18.373,77.0,ports,Logistics,M,Malaysia,1639104902515,,,1641.942,1926.0,1926.0,//specials-images.forbesimg.com/imageserve/56cbaf11e4b062f6b59a42eb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813,,,,,,,
181,Gabriel Escarrer,Escarrer,gabriel-escarrer,gabriel-escarrer,-23.281,86.0,hotels,Service,M,Spain,1639104902515,,,985.205,2664.0,2664.0,//specials-images.forbesimg.com/imageserve/5c7216b931358e35dd26fe36/416x416.jpg?background=000000&cropX1=129&cropX2=486&cropY1=3&cropY2=360,,,,,,,
182,Gaiteng Li,Li,gaiteng-li,no-pic,50.894,49.0,hair dryers,Manufacturing,M,China,1639104902515,,Shanghai,2791.912,1194.0,1194.0,//specials-images.forbesimg.com/imageserve/5a904c9d4bbe6f0fa8265ebe/416x416.jpg?background=000000&cropX1=26&cropX2=321&cropY1=38&cropY2=333,,,,,,,
183,Gan Zhongru,Gan,gan-zhongru,no-pic,82.929,73.0,pharmaceuticals,Healthcare,M,China,1639104902515,,Beijing,1744.305,1839.0,1839.0,,,,,,,,
184,Gao Jifan & family,Gao,gao-jifan,no-pic,385.483,56.0,solar equipment,Energy,M,China,1639104902515,,Jiangsu,9549.764,254.0,254.0,https://specials-images.forbesimg.com/imageserve/6182cc393bf7c3b9cf3d1ca0/416x416.jpg?background=000000&cropX1=377&cropX2=2937&cropY1=63&cropY2=2621,,,,,,,
185,Gao Xingjiang,Gao,gao-xingjiang-1,no-pic,70.859,58.0,steel,Manufacturing,M,China,1639104902515,,Zhejiang,3590.154,921.0,921.0,,,,,,,,
186,Gao Yu,Gao,gao-yu,no-pic,-22.597,,information technology,Technology,M,China,1639104902515,,Guangdong,1098.599,2547.0,2547.0,,,,,,,,
187,Gao Yunfeng,Gao,gao-yunfeng,no-pic,33.557,54.0,industrial lasers,Manufacturing,M,China,1639104902515,,Guangdong,1808.304,1776.0,1776.0,//specials-images.forbesimg.com/imageserve/5a8df770a7ea431690141002/416x416.jpg?background=000000&cropX1=187&cropX2=1715&cropY1=102&cropY2=1630,,,,,,,
188,Gary Friedman,Friedman,gary-friedman,no-pic,212.332,64.0,Furniture retail,Fashion & Retail,M,United States,1639104902515,CA,California,3982.032,810.0,810.0,https://specials-images.forbesimg.com/imageserve/606d0cc8cfcbcccb1a94db8e/416x416.jpg?background=000000&cropX1=0&cropX2=1455&cropY1=69&cropY2=1525,,,,,,,
189,Gary Lauder,Lauder,gary-lauder,no-pic,-2.263,59.0,Estée Lauder,Fashion & Retail,M,United States,1639104902515,CA,California,1803.36,1780.0,1780.0,//specials-images.forbesimg.com/imageserve/5d94f4d967dd830006a28754/416x416.jpg?background=000000&cropX1=0&cropX2=1994&cropY1=236&cropY2=2229,,,,,,,
190,Geeta Gupta-Fisker,Gupta-Fisker,geeta-gupta-fisker,no-pic-female,-69.604,47.0,electric cars,Automotive,F,United Kingdom,1639104902515,CA,California,1324.509,2262.0,2262.0,https://specials-images.forbesimg.com/imageserve/60638f9468b2e56a99ce7e1e/416x416.jpg?background=000000&cropX1=23&cropX2=2386&cropY1=444&cropY2=2810,,,,,,,
191,Gennady Kozovoy,Kozovoy,gennady-kozovoy,gennady-kozovoy,-8.413,69.0,coal,Energy,M,Russia,1639104902515,,,1127.278,2503.0,2503.0,,,,,,,,
192,George Alexander Muthoot,Muthoot,george-alexander-muthoot,no-pic,9.073,66.0,financial services,Finance & Investments,M,India,1639104902515,,,1509.35,2058.0,2058.0,https://specials-images.forbesimg.com/imageserve/6033d59b82f41cf697d73189/416x416.jpg?background=000000&cropX1=885&cropX2=2328&cropY1=99&cropY2=1541,,,,,,,
193,George Jacob Muthoot,Muthoot,george-jacob-muthoot,no-pic,9.073,69.0,financial services,Finance & Investments,M,India,1639104902515,,,1509.35,2058.0,2059.0,https://specials-images.forbesimg.com/imageserve/6033d67375b6df3a403f5231/416x416.jpg?background=000000&cropX1=2246&cropX2=4663&cropY1=214&cropY2=2630,,,,,,,
194,George Kurtz,Kurtz,george-kurtz,no-pic,-108.405,51.0,security software,Technology,M,United States,1639104902515,AZ,Arizona,2965.939,1106.0,1106.0,//specials-images.forbesimg.com/imageserve/5e5eec877d6f2600068e9a81/416x416.jpg?background=000000&cropX1=1192&cropX2=3840&cropY1=2641&cropY2=5291,,,,,,,
195,George Sakellaris,Sakellaris,george-sakellaris,no-pic,-68.779,75.0,energy services,,M,United States,1639104902515,MA,Massachusetts,1755.12,1826.0,1826.0,,,,,,,,
196,George Thomas Muthoot,Muthoot,george-thomas-muthoot,no-pic,9.073,70.0,financial services,Finance & Investments,M,India,1639104902515,,,1509.35,2058.0,2060.0,https://specials-images.forbesimg.com/imageserve/6033d74cea42ae9c293e970b/416x416.jpg?background=000000&cropX1=1069&cropX2=2470&cropY1=88&cropY2=1490,,,,,,,
197,Giammaria Giuliani,Giuliani,giammaria-giuliani,no-pic,-24.467,43.0,pharmaceuticals,Healthcare,M,Switzerland,1639104902515,,,1590.127,1979.0,1979.0,,,,,,,,
198,Ginia Rinehart,Rinehart,ginia-rinehart,no-pic-female,0.0,35.0,mining,Metals & Mining,F,Australia,1639104902515,,,1631.507,1933.0,1933.0,//specials-images.forbesimg.com/imageserve/5a7a536931358e4955acc865/416x416.jpg?background=000000&cropX1=1187&cropX2=2359&cropY1=97&cropY2=1269,,,,,,,
199,Giuliana Caprotti,Caprotti,giuliana-caprotti,no-pic-female,0.0,81.0,supermarkets,Food & Beverage,F,Italy,1639104902515,,,1591.115,1976.0,1976.0,,,,,,,,
